state,date,daily_deaths_actual,daily_deaths_est,daily_deaths_95CI_lower,daily_deaths_95CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_95CI_lower,cumulative_deaths_95CI_upper,population,daily_deaths_av7
Alaska,2020-06-17,0,0,0,0,12,12,12,12,731545,0
Alaska,2020-06-18,0,0,0,0,12,12,12,12,731545,NA
Alaska,2020-06-19,0,0,0,0,12,12,12,12,731545,NA
Alaska,2020-06-20,0,0,0,0,12,12,12,12,731545,NA
Alaska,2020-06-21,NA,0,0,0,NA,12,12,12,731545,NA
Alaska,2020-06-22,NA,0,0,0,NA,12,12,13,731545,NA
Alaska,2020-06-23,NA,0,0,0,NA,12,12,13,731545,NA
Alaska,2020-06-24,NA,0,0,0,NA,12,12,13.024999999999977,731545,NA
Alaska,2020-06-25,NA,0,0,0,NA,12,12,14,731545,NA
Alaska,2020-06-26,NA,0,0,0,NA,12,12,14,731545,NA
Alaska,2020-06-27,NA,0,0,0,NA,12,12,14,731545,NA
Alaska,2020-06-28,NA,0,0,0,NA,12,12,14,731545,NA
Alaska,2020-06-29,NA,0,0,0,NA,12,12,14,731545,NA
Alaska,2020-06-30,NA,0,0,0,NA,12,12,15,731545,NA
Alaska,2020-07-01,NA,0,0,0,NA,12,12,15,731545,NA
Alaska,2020-07-02,NA,0,0,0,NA,12,12,15,731545,NA
Alaska,2020-07-03,NA,0,0,0,NA,12,12,15,731545,NA
Alaska,2020-07-04,NA,0,0,0,NA,12,12,15,731545,NA
Alaska,2020-07-05,NA,0,0,0,NA,12,12,15,731545,NA
Alaska,2020-07-06,NA,0,0,0,NA,12,12,15,731545,NA
Alaska,2020-07-07,NA,0,0,0,NA,12,12,15,731545,NA
Alaska,2020-07-08,NA,0,0,0,NA,12,12,15,731545,NA
Alaska,2020-07-09,NA,0,0,0,NA,12,12,15,731545,NA
Alaska,2020-07-10,NA,0,0,0,NA,12,12,15,731545,NA
Alaska,2020-07-11,NA,0,0,0,NA,12,12,15,731545,NA
Alaska,2020-07-12,NA,0,0,0,NA,12,12,15,731545,NA
Alaska,2020-07-13,NA,0,0,0,NA,12,12,15,731545,NA
Alaska,2020-07-14,NA,0,0,0,NA,12,12,15,731545,NA
Alaska,2020-07-15,NA,0,0,0,NA,12,12,15,731545,NA
Alaska,2020-07-16,NA,0,0,0,NA,12,12,15,731545,NA
Alaska,2020-07-17,NA,0,0,0,NA,12,12,15,731545,NA
Alaska,2020-07-18,NA,0,0,0,NA,12,12,15,731545,NA
Alaska,2020-07-19,NA,0,0,0,NA,12,12,15,731545,NA
Arizona,2020-03-21,1,1,1,1,1,1,1,1,7278717,NA
Arizona,2020-03-22,1,1,1,1,2,2,2,2,7278717,NA
Arizona,2020-03-23,0,0,0,0,2,2,2,2,7278717,NA
Arizona,2020-03-24,3,3,3,3,5,5,5,5,7278717,1.857142857142857
Arizona,2020-03-25,1,1,1,1,6,6,6,6,7278717,1.9999999999999998
Arizona,2020-03-26,2,2,2,2,8,8,8,8,7278717,2.1428571428571423
Arizona,2020-03-27,5,5,5,5,13,13,13,13,7278717,2.5714285714285707
Arizona,2020-03-28,2,2,2,2,15,15,15,15,7278717,2.8571428571428563
Arizona,2020-03-29,2,2,2,2,17,17,17,17,7278717,3.7142857142857135
Arizona,2020-03-30,3,3,3,3,20,20,20,20,7278717,3.8571428571428568
Arizona,2020-03-31,5,5,5,5,25,25,25,25,7278717,4.428571428571429
Arizona,2020-04-01,7,7,7,7,32,32,32,32,7278717,5.285714285714286
Arizona,2020-04-02,3,3,3,3,35,35,35,35,7278717,6.714285714285714
Arizona,2020-04-03,9,9,9,9,44,44,44,44,7278717,6.428571428571429
Arizona,2020-04-04,8,8,8,8,52,52,52,52,7278717,6.857142857142857
Arizona,2020-04-05,12,12,12,12,64,64,64,64,7278717,8.142857142857142
Arizona,2020-04-06,1,1,1,1,65,65,65,65,7278717,9
Arizona,2020-04-07,8,8,8,8,73,73,73,73,7278717,8.857142857142856
Arizona,2020-04-08,16,16,16,16,89,89,89,89,7278717,9.285714285714286
Arizona,2020-04-09,9,9,9,9,98,98,98,98,7278717,8.714285714285714
Arizona,2020-04-10,8,8,8,8,106,106,106,106,7278717,9.571428571428571
Arizona,2020-04-11,11,11,11,11,117,117,117,117,7278717,10
Arizona,2020-04-12,8,8,8,8,125,125,125,125,7278717,9.428571428571427
Arizona,2020-04-13,7,7,7,7,132,132,132,132,7278717,9.428571428571427
Arizona,2020-04-14,11,11,11,11,143,143,143,143,7278717,10.999999999999998
Arizona,2020-04-15,12,12,12,12,155,155,155,155,7278717,10
Arizona,2020-04-16,9,9,9,9,164,164,164,164,7278717,9.857142857142858
Arizona,2020-04-17,19,19,19,19,183,183,183,183,7278717,11.285714285714285
Arizona,2020-04-19,4,4,4,4,184,184,184,184,7278717,12.999999999999998
Arizona,2020-04-20,7,7,7,7,191,191,191,191,7278717,13.857142857142854
Arizona,2020-04-21,17,17,17,17,208,208,208,208,7278717,14.999999999999998
Arizona,2020-04-22,23,23,23,23,231,231,231,231,7278717,13.285714285714285
Arizona,2020-04-23,18,18,18,18,249,249,249,249,7278717,12.999999999999998
Arizona,2020-04-24,17,17,17,17,266,266,266,266,7278717,11.999999999999998
Arizona,2020-04-25,7,7,7,7,273,273,273,273,7278717,9.57142857142857
Arizona,2020-04-26,2,2,2,2,275,275,275,275,7278717,11
Arizona,2020-04-27,0,0,0,0,275,275,275,275,7278717,10.142857142857142
Arizona,2020-04-28,0,0,0,0,275,275,275,275,7278717,9.142857142857142
Arizona,2020-04-29,33,33,33,33,308,308,308,308,7278717,8.142857142857142
Arizona,2020-04-30,12,12,12,12,320,320,320,320,7278717,12.428571428571429
Arizona,2020-05-01,10,10,10,10,330,330,330,330,7278717,12.428571428571429
Arizona,2020-05-02,0,0,0,0,330,330,330,330,7278717,17.142857142857142
Arizona,2020-05-03,32,32,32,32,362,362,362,362,7278717,16.857142857142858
Arizona,2020-05-04,0,0,0,0,362,362,362,362,7278717,18.571428571428566
Arizona,2020-05-05,33,33,33,33,395,395,395,395,7278717,26.714285714285715
Arizona,2020-05-06,31,31,31,31,426,426,426,426,7278717,28.857142857142854
Arizona,2020-05-07,24,24,24,24,450,450,450,450,7278717,24.857142857142858
Arizona,2020-05-08,67,67,67,67,517,517,517,517,7278717,25.71428571428571
Arizona,2020-05-09,15,15,15,15,532,532,532,532,7278717,23.857142857142854
Arizona,2020-05-10,4,4,4,4,536,536,536,536,7278717,24.142857142857142
Arizona,2020-05-11,6,6,6,6,542,542,542,542,7278717,24.857142857142858
Arizona,2020-05-12,20,20,20,20,562,562,562,562,7278717,19.142857142857142
Arizona,2020-05-13,33,33,33,33,595,595,595,595,7278717,21.000000000000004
Arizona,2020-05-14,29,29,29,29,624,624,624,624,7278717,20.571428571428573
Arizona,2020-05-15,27,27,27,27,651,651,651,651,7278717,20.714285714285715
Arizona,2020-05-16,28,28,28,28,679,679,679,679,7278717,20.428571428571427
Arizona,2020-05-17,1,1,1,1,680,680,680,680,7278717,21.71428571428571
Arizona,2020-05-18,7,7,7,7,687,687,687,687,7278717,20
Arizona,2020-05-19,18,18,18,18,705,705,705,705,7278717,17.714285714285715
Arizona,2020-05-20,42,42,42,42,747,747,747,747,7278717,17.428571428571427
Arizona,2020-05-21,17,17,17,17,764,764,764,764,7278717,17.285714285714285
Arizona,2020-05-22,11,11,11,11,775,775,775,775,7278717,17.142857142857142
Arizona,2020-05-23,26,26,26,26,801,801,801,801,7278717,15
Arizona,2020-05-24,0,0,0,0,801,801,801,801,7278717,12.428571428571427
Arizona,2020-05-25,6,6,6,6,807,807,807,807,7278717,13.714285714285714
Arizona,2020-05-26,3,3,3,3,810,810,810,810,7278717,15.857142857142856
Arizona,2020-05-27,24,24,24,24,834,834,834,834,7278717,14.714285714285714
Arizona,2020-05-28,26,26,26,26,860,860,860,860,7278717,15.142857142857142
Arizona,2020-05-29,26,26,26,26,886,886,886,886,7278717,15.857142857142856
Arizona,2020-05-30,18,18,18,18,904,904,904,904,7278717,18.999999999999996
Arizona,2020-05-31,3,3,3,3,907,907,907,907,7278717,21.285714285714285
Arizona,2020-06-01,11,11,11,11,918,918,918,918,7278717,19.857142857142854
Arizona,2020-06-02,25,25,25,25,943,943,943,943,7278717,18.428571428571427
Arizona,2020-06-03,40,40,40,40,983,983,983,983,7278717,19.857142857142854
Arizona,2020-06-04,16,16,16,16,999,999,999,999,7278717,20.571428571428573
Arizona,2020-06-05,16,16,16,16,1015,1015,1015,1015,7278717,19.285714285714285
Arizona,2020-06-06,28,28,28,28,1043,1043,1043,1043,7278717,19
Arizona,2020-06-07,8,8,8,8,1051,1051,1051,1051,7278717,16.857142857142854
Arizona,2020-06-08,2,2,2,2,1053,1053,1053,1053,7278717,19.428571428571423
Arizona,2020-06-09,23,23,23,23,1076,1076,1076,1076,7278717,20.142857142857142
Arizona,2020-06-10,25,25,25,25,1101,1101,1101,1101,7278717,20.857142857142854
Arizona,2020-06-11,34,34,34,34,1135,1135,1135,1135,7278717,20
Arizona,2020-06-12,21,21,21,21,1156,1156,1156,1156,7278717,21.42857142857143
Arizona,2020-06-13,33,33,33,33,1189,1189,1189,1189,7278717,21.714285714285715
Arizona,2020-06-14,2,2,2,2,1191,1191,1191,1191,7278717,21.142857142857142
Arizona,2020-06-15,12,12,12,12,1203,1203,1203,1203,7278717,21.142857142857142
Arizona,2020-06-16,25,25,25,25,1228,1228,1228,1228,7278717,23.57142857142857
Arizona,2020-06-17,21,21,21,21,1249,1249,1249,1249,7278717,22.42857142857143
Arizona,2020-06-18,34,34,34,34,1283,1283,1283,1283,7278717,NA
Arizona,2020-06-19,38,38,38,38,1321,1321,1321,1321,7278717,NA
Arizona,2020-06-20,25,25,25,25,1346,1346,1346,1346,7278717,NA
Arizona,2020-06-21,NA,24,4,74,NA,1373,1353,1423,7278717,NA
Arizona,2020-06-22,NA,25,5,72,NA,1403,1368,1468,7278717,NA
Arizona,2020-06-23,NA,25,5,80,NA,1431,1385,1511.025,7278717,NA
Arizona,2020-06-24,NA,25,4,72,NA,1461,1405.975,1547,7278717,NA
Arizona,2020-06-25,NA,26,4,77.02499999999998,NA,1492,1423.975,1584.05,7278717,NA
Arizona,2020-06-26,NA,27,5,75.02499999999998,NA,1521,1445.975,1620.025,7278717,NA
Arizona,2020-06-27,NA,25,5,82,NA,1549,1468.95,1657.0249999999999,7278717,NA
Arizona,2020-06-28,NA,26,5.975000000000001,76,NA,1580,1488.925,1694.1,7278717,NA
Arizona,2020-06-29,NA,27,5,80.02499999999998,NA,1609,1511.975,1738.05,7278717,NA
Arizona,2020-06-30,NA,26,5,76.02499999999998,NA,1640.5,1533.975,1777.0249999999999,7278717,NA
Arizona,2020-07-01,NA,25,5,77.02499999999998,NA,1671,1558.975,1817,7278717,NA
Arizona,2020-07-02,NA,26,4,86,NA,1701,1581,1856.05,7278717,NA
Arizona,2020-07-03,NA,26,5,81.02499999999998,NA,1731,1611,1889.0249999999999,7278717,NA
Arizona,2020-07-04,NA,27,5,76,NA,1762.5,1636,1930.025,7278717,NA
Arizona,2020-07-05,NA,29,6,86.02499999999998,NA,1793.5,1661,1963.0500000000002,7278717,NA
Arizona,2020-07-06,NA,28,5,85.02499999999998,NA,1825.5,1686.9499999999998,2002.1,7278717,NA
Arizona,2020-07-07,NA,28,5,79.02499999999998,NA,1858.5,1714,2042,7278717,NA
Arizona,2020-07-08,NA,27,5,79.02499999999998,NA,1890.5,1735.95,2070.025,7278717,NA
Arizona,2020-07-09,NA,28,5,85,NA,1921,1764.975,2116.1,7278717,NA
Arizona,2020-07-10,NA,28,6,85.04999999999995,NA,1955,1793,2150.025,7278717,NA
Arizona,2020-07-11,NA,29,5,84,NA,1989,1816.95,2192,7278717,NA
Arizona,2020-07-12,NA,29,5,82.02499999999998,NA,2021,1843.95,2229,7278717,NA
Arizona,2020-07-13,NA,29,5,86.02499999999998,NA,2056,1872,2276.05,7278717,NA
Arizona,2020-07-14,NA,28,5,85.02499999999998,NA,2085,1897.975,2313.1,7278717,NA
