msa,date,daily_deaths_est,daily_deaths_actual,daily_deaths_95CI_lower,daily_deaths_95CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_95CI_lower,cumulative_deaths_95CI_upper,daily_deaths_av7
"Atlanta-Sandy Springs-Alpharetta, GA",2020-04-29,NA,26,NA,NA,482,NA,NA,NA,19.142857142857142
"Atlanta-Sandy Springs-Alpharetta, GA",2020-04-30,NA,19,NA,NA,501,NA,NA,NA,18.857142857142854
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-01,NA,27,NA,NA,528,NA,NA,NA,16.999999999999996
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-02,NA,3,NA,NA,531,NA,NA,NA,17.999999999999996
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-03,NA,4,NA,NA,535,NA,NA,NA,17.285714285714285
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-04,NA,25,NA,NA,560,NA,NA,NA,16.142857142857142
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-05,NA,22,NA,NA,582,NA,NA,NA,15.571428571428571
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-06,NA,21,NA,NA,603,NA,NA,NA,15.57142857142857
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-07,NA,11,NA,NA,614,NA,NA,NA,15.14285714285714
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-08,NA,23,NA,NA,637,NA,NA,NA,13.857142857142856
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-09,NA,3,NA,NA,640,NA,NA,NA,15.142857142857142
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-10,NA,1,NA,NA,641,NA,NA,NA,13.714285714285714
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-11,NA,16,NA,NA,657,NA,NA,NA,14
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-12,NA,31,NA,NA,688,NA,NA,NA,14.285714285714283
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-13,NA,11,NA,NA,699,NA,NA,NA,14.57142857142857
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-14,NA,13,NA,NA,712,NA,NA,NA,14.714285714285712
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-15,NA,25,NA,NA,737,NA,NA,NA,15.285714285714285
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-16,NA,5,NA,NA,742,NA,NA,NA,13.285714285714285
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-17,NA,2,NA,NA,744,NA,NA,NA,12.857142857142858
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-18,NA,20,NA,NA,764,NA,NA,NA,18.857142857142854
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-19,NA,17,NA,NA,781,NA,NA,NA,17.71428571428571
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-20,NA,8,NA,NA,789,NA,NA,NA,17.428571428571427
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-21,NA,55,NA,NA,844,NA,NA,NA,17.285714285714285
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-22,NA,17,NA,NA,861,NA,NA,NA,16.428571428571427
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-23,NA,3,NA,NA,864,NA,NA,NA,18.857142857142858
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-24,NA,1,NA,NA,865,NA,NA,NA,21.428571428571427
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-25,NA,14,NA,NA,879,NA,NA,NA,17
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-26,NA,34,NA,NA,913,NA,NA,NA,15.571428571428571
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-27,NA,26,NA,NA,939,NA,NA,NA,15.857142857142854
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-28,NA,24,NA,NA,963,NA,NA,NA,19.71428571428571
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-29,NA,7,NA,NA,970,NA,NA,NA,21.142857142857142
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-30,NA,5,NA,NA,975,NA,NA,NA,16.714285714285715
"Atlanta-Sandy Springs-Alpharetta, GA",2020-05-31,NA,28,NA,NA,1003,NA,NA,NA,15.142857142857142
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-01,NA,24,NA,NA,1027,NA,NA,NA,13.857142857142856
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-02,NA,3,NA,NA,1030,NA,NA,NA,14.428571428571429
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-03,NA,15,NA,NA,1045,NA,NA,NA,13.857142857142858
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-04,NA,15,NA,NA,1060,NA,NA,NA,10
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-05,NA,11,NA,NA,1071,NA,NA,NA,8.428571428571429
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-06,NA,1,NA,NA,1072,NA,NA,NA,15.857142857142854
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-07,NA,1,NA,NA,1073,NA,NA,NA,16.57142857142857
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-08,NA,13,NA,NA,1086,NA,NA,NA,18.142857142857142
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-09,NA,55,NA,NA,1141,NA,NA,NA,20.71428571428571
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-10,NA,20,NA,NA,1161,NA,NA,NA,23
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-11,NA,26,NA,NA,1187,NA,NA,NA,23.285714285714285
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-12,NA,29,NA,NA,1216,NA,NA,NA,24.142857142857142
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-13,NA,17,NA,NA,1233,NA,NA,NA,19.428571428571427
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-14,NA,3,NA,NA,1236,NA,NA,NA,20.142857142857142
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-15,NA,19,NA,NA,1255,NA,NA,NA,18.57142857142857
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-16,NA,22,NA,NA,1277,NA,NA,NA,16.857142857142854
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-17,NA,25,NA,NA,1302,NA,NA,NA,14.857142857142856
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-18,NA,15,NA,NA,1317,NA,NA,NA,14.57142857142857
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-19,NA,17,NA,NA,1334,NA,NA,NA,11.857142857142856
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-20,NA,3,NA,NA,1337,NA,NA,NA,10.857142857142856
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-21,NA,1,NA,NA,1338,NA,NA,NA,7.857142857142856
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-22,NA,0,NA,NA,1338,NA,NA,NA,8.857142857142858
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-23,NA,15,NA,NA,1353,NA,NA,NA,8.142857142857142
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-24,NA,4,NA,NA,1357,NA,NA,NA,8.142857142857142
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-25,NA,22,NA,NA,1379,NA,NA,NA,8.142857142857142
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-26,NA,12,NA,NA,1391,NA,NA,NA,8.428571428571427
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-27,NA,3,NA,NA,1394,NA,NA,NA,6.857142857142857
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-28,NA,1,NA,NA,1395,NA,NA,NA,7.857142857142856
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-29,NA,2,NA,NA,1397,NA,NA,NA,5.142857142857142
"Atlanta-Sandy Springs-Alpharetta, GA",2020-06-30,NA,4,NA,NA,1401,NA,NA,NA,3.571428571428571
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-01,NA,11,NA,NA,1412,NA,NA,NA,3.142857142857143
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-02,NA,3,NA,NA,1415,NA,NA,NA,3.1428571428571423
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-03,NA,1,NA,NA,1416,NA,NA,NA,3.571428571428571
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-04,NA,0,NA,NA,1416,NA,NA,NA,3.7142857142857135
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-05,NA,1,NA,NA,1417,NA,NA,NA,3.285714285714285
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-06,NA,5,NA,NA,1422,NA,NA,NA,2.8571428571428568
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-07,NA,5,NA,NA,1427,NA,NA,NA,5.142857142857143
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-08,NA,8,NA,NA,1435,NA,NA,NA,7.714285714285714
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-09,NA,0,NA,NA,1435,NA,NA,NA,8.285714285714285
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-10,NA,17,NA,NA,1452,NA,NA,NA,8.57142857142857
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-11,NA,18,NA,NA,1470,NA,NA,NA,8.571428571428571
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-12,NA,5,NA,NA,1475,NA,NA,NA,10
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-13,NA,7,NA,NA,1482,NA,NA,NA,11.571428571428571
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-14,NA,5,NA,NA,1487,NA,NA,NA,11
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-15,NA,18,NA,NA,1505,NA,NA,NA,10.57142857142857
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-16,NA,11,NA,NA,1516,NA,NA,NA,10.285714285714283
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-17,NA,13,NA,NA,1529,NA,NA,NA,9.57142857142857
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-18,NA,15,NA,NA,1544,NA,NA,NA,13
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-19,NA,3,NA,NA,1547,NA,NA,NA,15.142857142857144
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-20,NA,2,NA,NA,1549,NA,NA,NA,15.857142857142858
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-21,NA,29,NA,NA,1578,NA,NA,NA,18.857142857142854
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-22,NA,33,NA,NA,1611,NA,NA,NA,19.857142857142854
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-23,NA,16,NA,NA,1627,NA,NA,NA,19.57142857142857
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-24,NA,34,NA,NA,1661,NA,NA,NA,19.857142857142858
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-25,NA,22,NA,NA,1683,NA,NA,NA,17.857142857142858
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-26,NA,1,NA,NA,1684,NA,NA,NA,18.142857142857142
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-27,NA,4,NA,NA,1688,NA,NA,NA,17.57142857142857
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-28,NA,15,NA,NA,1703,NA,NA,NA,18.714285714285715
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-29,NA,35,NA,NA,1738,NA,NA,NA,20.571428571428573
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-30,NA,12,NA,NA,1750,NA,NA,NA,21
"Atlanta-Sandy Springs-Alpharetta, GA",2020-07-31,NA,42,NA,NA,1792,NA,NA,NA,20.428571428571427
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-01,NA,35,NA,NA,1827,NA,NA,NA,23
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-02,NA,4,NA,NA,1831,NA,NA,NA,20.142857142857146
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-03,NA,0,NA,NA,1831,NA,NA,NA,21
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-04,NA,33,NA,NA,1864,NA,NA,NA,21.28571428571429
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-05,NA,15,NA,NA,1879,NA,NA,NA,20.428571428571427
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-06,NA,18,NA,NA,1897,NA,NA,NA,19.857142857142854
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-07,NA,44,NA,NA,1941,NA,NA,NA,21.857142857142858
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-08,NA,29,NA,NA,1970,NA,NA,NA,23.142857142857142
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-09,NA,0,NA,NA,1970,NA,NA,NA,28.14285714285714
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-10,NA,14,NA,NA,1984,NA,NA,NA,31.71428571428571
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-11,NA,42,NA,NA,2026,NA,NA,NA,27.57142857142857
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-12,NA,50,NA,NA,2076,NA,NA,NA,28.857142857142854
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-13,NA,43,NA,NA,2119,NA,NA,NA,30.57142857142857
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-14,NA,15,NA,NA,2134,NA,NA,NA,29.71428571428571
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-15,NA,38,NA,NA,2172,NA,NA,NA,26.428571428571427
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-16,NA,12,NA,NA,2184,NA,NA,NA,21.428571428571427
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-17,NA,8,NA,NA,2192,NA,NA,NA,16.857142857142854
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-18,NA,19,NA,NA,2211,NA,NA,NA,19.428571428571427
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-19,NA,15,NA,NA,2226,NA,NA,NA,19.71428571428571
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-20,NA,11,NA,NA,2237,NA,NA,NA,19.285714285714285
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-21,NA,33,NA,NA,2270,NA,NA,NA,19
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-22,NA,40,NA,NA,2310,NA,NA,NA,21.142857142857142
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-23,NA,9,NA,NA,2319,NA,NA,NA,21.714285714285715
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-24,NA,6,NA,NA,2325,NA,NA,NA,24.14285714285714
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-25,NA,34,NA,NA,2359,NA,NA,NA,23.57142857142857
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-26,NA,19,NA,NA,2378,NA,NA,NA,23.857142857142858
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-27,NA,28,NA,NA,2406,NA,NA,NA,23.857142857142858
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-28,NA,29,NA,NA,2435,NA,NA,NA,24.428571428571427
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-29,NA,42,NA,NA,2477,NA,NA,NA,25.285714285714285
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-30,NA,9,NA,NA,2486,NA,NA,NA,24.71428571428571
"Atlanta-Sandy Springs-Alpharetta, GA",2020-08-31,NA,10,NA,NA,2496,NA,NA,NA,24.57142857142857
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-01,NA,40,NA,NA,2536,NA,NA,NA,24.428571428571427
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-02,NA,15,NA,NA,2551,NA,NA,NA,21.142857142857135
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-03,NA,27,NA,NA,2578,NA,NA,NA,22.999999999999996
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-04,NA,28,NA,NA,2606,NA,NA,NA,21.714285714285715
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-05,NA,19,NA,NA,2625,NA,NA,NA,17.857142857142854
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-06,NA,22,NA,NA,2647,NA,NA,NA,18.71428571428571
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-07,NA,1,NA,NA,2648,NA,NA,NA,19
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-08,NA,13,NA,NA,2661,NA,NA,NA,16.857142857142858
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-09,NA,21,NA,NA,2682,NA,NA,NA,16.428571428571427
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-10,NA,29,NA,NA,2711,NA,NA,NA,15.857142857142856
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-11,NA,13,NA,NA,2724,NA,NA,NA,17
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-12,NA,16,NA,NA,2740,NA,NA,NA,17.142857142857142
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-13,NA,18,NA,NA,2758,NA,NA,NA,15.285714285714285
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-14,NA,9,NA,NA,2767,NA,NA,NA,14
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-15,NA,14,NA,NA,2781,NA,NA,NA,15
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-16,NA,8,NA,NA,2789,NA,NA,NA,16.14285714285714
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-17,NA,20,NA,NA,2809,NA,NA,NA,13.57142857142857
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-18,NA,20,NA,NA,2829,NA,NA,NA,12.428571428571427
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-19,NA,24,NA,NA,2853,NA,NA,NA,13
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-20,NA,0,NA,NA,2853,NA,NA,NA,15.142857142857142
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-21,NA,1,NA,NA,2854,NA,NA,NA,14.285714285714285
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-22,NA,18,NA,NA,2872,NA,NA,NA,13.285714285714285
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-23,NA,23,NA,NA,2895,NA,NA,NA,11.714285714285714
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-24,NA,14,NA,NA,2909,NA,NA,NA,13.285714285714285
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-25,NA,13,NA,NA,2922,NA,NA,NA,13.857142857142856
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-26,NA,13,NA,NA,2935,NA,NA,NA,12.857142857142854
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-27,NA,11,NA,NA,2946,NA,NA,NA,10.714285714285714
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-28,NA,5,NA,NA,2951,NA,NA,NA,10
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-29,NA,11,NA,NA,2962,NA,NA,NA,10.571428571428571
"Atlanta-Sandy Springs-Alpharetta, GA",2020-09-30,NA,8,NA,NA,2970,NA,NA,NA,9.285714285714286
"Atlanta-Sandy Springs-Alpharetta, GA",2020-10-01,NA,9,NA,NA,2979,NA,NA,NA,8.857142857142856
"Atlanta-Sandy Springs-Alpharetta, GA",2020-10-02,NA,17,NA,NA,2996,NA,NA,NA,10.571428571428571
"Atlanta-Sandy Springs-Alpharetta, GA",2020-10-03,NA,4,NA,NA,3000,NA,NA,NA,9.285714285714286
"Atlanta-Sandy Springs-Alpharetta, GA",2020-10-04,NA,8,NA,NA,3008,NA,NA,NA,8.857142857142856
"Atlanta-Sandy Springs-Alpharetta, GA",2020-10-05,7,NA,0,37,NA,3015,3008,3045,NA
"Atlanta-Sandy Springs-Alpharetta, GA",2020-10-06,7,NA,0,37,NA,3023,3010,3069,NA
"Atlanta-Sandy Springs-Alpharetta, GA",2020-10-07,6,NA,0,39,NA,3031,3013,3090,NA
"Atlanta-Sandy Springs-Alpharetta, GA",2020-10-08,6,NA,0,39,NA,3039,3016,3117,NA
"Atlanta-Sandy Springs-Alpharetta, GA",2020-10-09,6,NA,0,36,NA,3047,3020,3145,NA
"Atlanta-Sandy Springs-Alpharetta, GA",2020-10-10,6,NA,0,43,NA,3054,3024,3179,NA
"Atlanta-Sandy Springs-Alpharetta, GA",2020-10-11,6,NA,0,38,NA,3061,3027,3210,NA
"Atlanta-Sandy Springs-Alpharetta, GA",2020-10-12,5,NA,0,40,NA,3067,3031,3244,NA
"Atlanta-Sandy Springs-Alpharetta, GA",2020-10-13,5,NA,0,36,NA,3074,3034,3270,NA
"Atlanta-Sandy Springs-Alpharetta, GA",2020-10-14,5,NA,0,39,NA,3081,3037,3297,NA
"Atlanta-Sandy Springs-Alpharetta, GA",2020-10-15,5,NA,0,42,NA,3087,3040,3337,NA
"Atlanta-Sandy Springs-Alpharetta, GA",2020-10-16,5,NA,0,43,NA,3093,3042,3362,NA
"Atlanta-Sandy Springs-Alpharetta, GA",2020-10-17,4,NA,0,48,NA,3098,3045,3399,NA
"Atlanta-Sandy Springs-Alpharetta, GA",2020-10-18,4,NA,0,48,NA,3103,3047,3462,NA
"Atlanta-Sandy Springs-Alpharetta, GA",2020-10-19,4,NA,0,46,NA,3109,3050,3506,NA
"Atlanta-Sandy Springs-Alpharetta, GA",2020-10-20,4,NA,0,46,NA,3113,3053,3557,NA
