state,date,daily_deaths_actual,daily_deaths_est,daily_deaths_95CI_lower,daily_deaths_95CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_95CI_lower,cumulative_deaths_95CI_upper,daily_deaths_av7
Alabama,2020-06-09,11,11,11,11,729,729,729,729,13.285714285714285
Alabama,2020-06-10,15,15,15,15,744,744,744,744,11.999999999999998
Alabama,2020-06-11,11,11,11,11,755,755,755,755,11.57142857142857
Alabama,2020-06-12,14,14,14,14,769,769,769,769,8
Alabama,2020-06-13,4,4,4,4,773,773,773,773,8
Alabama,2020-06-14,0,0,0,0,773,773,773,773,6.571428571428571
Alabama,2020-06-15,1,1,1,1,774,774,774,774,7.857142857142857
Alabama,2020-06-16,11,11,11,11,785,785,785,785,7.571428571428571
Alabama,2020-06-17,5,5,5,5,790,790,790,790,9.285714285714285
Alabama,2020-06-18,20,20,20,20,810,810,810,810,9.428571428571427
Alabama,2020-06-19,12,12,12,12,822,822,822,822,9.571428571428571
Alabama,2020-06-20,16,16,16,16,838,838,838,838,11.285714285714285
Alabama,2020-06-21,1,1,1,1,839,839,839,839,14.428571428571427
Alabama,2020-06-22,2,2,2,2,841,841,841,841,12.285714285714283
Alabama,2020-06-23,23,23,23,23,864,864,864,864,12.142857142857142
Alabama,2020-06-24,27,27,27,27,891,891,891,891,11.571428571428571
Alabama,2020-06-25,5,5,5,5,896,896,896,896,11.428571428571429
Alabama,2020-06-26,11,11,11,11,907,907,907,907,12.57142857142857
Alabama,2020-06-27,12,12,12,12,919,919,919,919,12.285714285714285
Alabama,2020-06-28,0,0,0,0,919,919,919,919,11.428571428571429
Alabama,2020-06-29,10,10,10,10,929,929,929,929,12.57142857142857
Alabama,2020-06-30,21,21,21,21,950,950,950,950,12.285714285714285
Alabama,2020-07-01,NA,13,1.9750000000000014,49,NA,964,952.9749999999999,1000,NA
Alabama,2020-07-02,NA,13,1,49.02499999999998,NA,979,958,1028,NA
Alabama,2020-07-03,NA,14,2,61.02499999999998,NA,996,965,1072.025,NA
Alabama,2020-07-04,NA,14,2,55,NA,1013,975,1096.025,NA
Alabama,2020-07-05,NA,14,1,54.02499999999998,NA,1029,983,1134.025,NA
Alabama,2020-07-06,NA,14,1,60,NA,1047,994,1160.025,NA
Alabama,2020-07-07,NA,16,1,63.02499999999998,NA,1066,1004,1205.0749999999998,NA
Alabama,2020-07-08,NA,15,1.9750000000000014,63.02499999999998,NA,1082.5,1012,1243.0500000000002,NA
Alabama,2020-07-09,NA,17,2,68.02499999999998,NA,1101,1021,1284.1499999999999,NA
Alabama,2020-07-10,NA,17,2,73.02499999999998,NA,1119,1031.975,1342.025,NA
Alabama,2020-07-11,NA,17,2,81.02499999999998,NA,1138,1043,1386.025,NA
Alabama,2020-07-12,NA,19,1,97.04999999999995,NA,1163.5,1052.9750000000001,1468.025,NA
Alabama,2020-07-13,NA,19,2,94.02499999999998,NA,1183,1060.975,1517.0749999999998,NA
Alabama,2020-07-14,NA,20,2,107.14999999999986,NA,1203,1072,1583.0500000000002,NA
Alabama,2020-07-15,NA,20,2,123.09999999999991,NA,1227.5,1084,1648.125,NA
Alabama,2020-07-16,NA,20,2,132.02499999999998,NA,1251.5,1093.9499999999998,1732.1749999999997,NA
Alabama,2020-07-17,NA,23,2,152.02499999999998,NA,1273,1103,1820.025,NA
Alabama,2020-07-18,NA,23,3,148.02499999999998,NA,1297,1111,1907.075,NA
Alabama,2020-07-19,NA,23,2,165.07499999999993,NA,1328,1121,2008.025,NA
Alabama,2020-07-20,NA,25,2,178.02499999999998,NA,1356.5,1132.975,2128.225,NA
Alabama,2020-07-21,NA,25,2,197,NA,1382,1143.9750000000001,2246.0750000000003,NA
Alabama,2020-07-22,NA,26,2,220.07499999999993,NA,1413,1151.975,2390.225,NA
Alabama,2020-07-23,NA,27,2,227.04999999999995,NA,1447,1164,2517.0499999999997,NA
Alabama,2020-07-24,NA,30,2,260.1999999999998,NA,1484,1177,2704,NA
Alabama,2020-07-25,NA,30,3,272.04999999999995,NA,1521.5,1186.975,2868,NA
Alabama,2020-07-26,NA,30,3,296.04999999999995,NA,1555,1196.975,3050.0249999999996,NA
Alabama,2020-07-27,NA,30,2,293.1999999999998,NA,1594,1210.975,3197.2999999999997,NA
Alabama,2020-07-28,NA,31,2,365.04999999999995,NA,1629,1220.975,3442.2,NA
Alabama,2020-07-29,NA,34,2,374.1249999999999,NA,1673.5,1230,3672.075,NA
Alaska,2020-03-27,1,1,1,1,1,1,1,1,NA
Alaska,2020-03-28,0,0,0,0,1,1,1,1,NA
Alaska,2020-03-29,1,1,1,1,2,2,2,2,NA
Alaska,2020-03-30,0,0,0,0,2,2,2,2,0.2857142857142857
Alaska,2020-03-31,0,0,0,0,2,2,2,2,0.14285714285714285
Alaska,2020-04-01,0,0,0,0,2,2,2,2,0.2857142857142857
Alaska,2020-04-02,0,0,0,0,2,2,2,2,0.2857142857142857
Alaska,2020-04-03,0,0,0,0,2,2,2,2,0.2857142857142857
Alaska,2020-04-04,1,1,1,1,3,3,3,3,0.2857142857142857
Alaska,2020-04-05,1,1,1,1,4,4,4,4,0.42857142857142855
Alaska,2020-04-06,0,0,0,0,4,4,4,4,0.42857142857142855
Alaska,2020-04-07,0,0,0,0,4,4,4,4,0.42857142857142855
Alaska,2020-04-08,1,1,1,1,5,5,5,5,0.42857142857142855
Alaska,2020-04-09,0,0,0,0,5,5,5,5,0.2857142857142857
Alaska,2020-04-10,0,0,0,0,5,5,5,5,0.2857142857142857
Alaska,2020-04-11,1,1,1,1,6,6,6,6,0.42857142857142855
Alaska,2020-04-12,0,0,0,0,6,6,6,6,0.2857142857142857
Alaska,2020-04-13,0,0,0,0,6,6,6,6,0.2857142857142857
Alaska,2020-04-14,1,1,1,1,7,7,7,7,0.2857142857142857
Alaska,2020-04-15,0,0,0,0,7,7,7,7,0.14285714285714285
Alaska,2020-04-16,0,0,0,0,7,7,7,7,0.14285714285714285
Alaska,2020-04-17,0,0,0,0,7,7,7,7,0.14285714285714285
Alaska,2020-04-18,0,0,0,0,7,7,7,7,0
Alaska,2020-04-19,0,0,0,0,7,7,7,7,0
Alaska,2020-04-20,0,0,0,0,7,7,7,7,0
Alaska,2020-04-21,0,0,0,0,7,7,7,7,0
Alaska,2020-04-22,0,0,0,0,7,7,7,7,0
Alaska,2020-04-23,0,0,0,0,7,7,7,7,0
Alaska,2020-04-24,0,0,0,0,7,7,7,7,0
Alaska,2020-04-25,0,0,0,0,7,7,7,7,0
Alaska,2020-04-26,0,0,0,0,7,7,7,7,0
Alaska,2020-04-27,0,0,0,0,7,7,7,7,0
Alaska,2020-04-28,0,0,0,0,7,7,7,7,0
Alaska,2020-04-29,0,0,0,0,7,7,7,7,0
Alaska,2020-04-30,0,0,0,0,7,7,7,7,0
Alaska,2020-05-01,0,0,0,0,7,7,7,7,0
Alaska,2020-05-02,0,0,0,0,7,7,7,7,0
Alaska,2020-05-03,0,0,0,0,7,7,7,7,0.14285714285714285
Alaska,2020-05-04,0,0,0,0,7,7,7,7,0.14285714285714285
Alaska,2020-05-05,0,0,0,0,7,7,7,7,0.14285714285714285
Alaska,2020-05-06,1,1,1,1,8,8,8,8,0.14285714285714285
Alaska,2020-05-07,0,0,0,0,8,8,8,8,0.14285714285714285
Alaska,2020-05-08,0,0,0,0,8,8,8,8,0.14285714285714285
Alaska,2020-05-09,0,0,0,0,8,8,8,8,0.14285714285714285
Alaska,2020-05-10,0,0,0,0,8,8,8,8,0
Alaska,2020-05-11,0,0,0,0,8,8,8,8,0
Alaska,2020-05-12,0,0,0,0,8,8,8,8,0
Alaska,2020-05-13,0,0,0,0,8,8,8,8,0
Alaska,2020-05-14,0,0,0,0,8,8,8,8,0
Alaska,2020-05-15,0,0,0,0,8,8,8,8,0
Alaska,2020-05-16,0,0,0,0,8,8,8,8,0
Alaska,2020-05-17,0,0,0,0,8,8,8,8,0
Alaska,2020-05-18,0,0,0,0,8,8,8,8,0
Alaska,2020-05-19,0,0,0,0,8,8,8,8,0
Alaska,2020-05-20,0,0,0,0,8,8,8,8,0
Alaska,2020-05-21,0,0,0,0,8,8,8,8,0
Alaska,2020-05-22,0,0,0,0,8,8,8,8,0
Alaska,2020-05-23,0,0,0,0,8,8,8,8,0
Alaska,2020-05-24,0,0,0,0,8,8,8,8,0
Alaska,2020-05-25,0,0,0,0,8,8,8,8,0
Alaska,2020-05-26,0,0,0,0,8,8,8,8,0
Alaska,2020-05-27,0,0,0,0,8,8,8,8,0
Alaska,2020-05-28,0,0,0,0,8,8,8,8,0
Alaska,2020-05-29,0,0,0,0,8,8,8,8,0
Alaska,2020-05-30,0,0,0,0,8,8,8,8,0
Alaska,2020-05-31,0,0,0,0,8,8,8,8,0
Alaska,2020-06-01,0,0,0,0,8,8,8,8,0
Alaska,2020-06-02,0,0,0,0,8,8,8,8,0
Alaska,2020-06-03,0,0,0,0,8,8,8,8,0
Alaska,2020-06-04,0,0,0,0,8,8,8,8,0
Alaska,2020-06-05,0,0,0,0,8,8,8,8,0
Alaska,2020-06-06,0,0,0,0,8,8,8,8,0.14285714285714285
Alaska,2020-06-07,0,0,0,0,8,8,8,8,0.14285714285714285
Alaska,2020-06-08,0,0,0,0,8,8,8,8,0.14285714285714285
Alaska,2020-06-09,1,1,1,1,9,9,9,9,0.2857142857142857
Alaska,2020-06-10,0,0,0,0,9,9,9,9,0.2857142857142857
Alaska,2020-06-11,0,0,0,0,9,9,9,9,0.2857142857142857
Alaska,2020-06-12,1,1,1,1,10,10,10,10,0.2857142857142857
Alaska,2020-06-13,0,0,0,0,10,10,10,10,0.14285714285714285
Alaska,2020-06-14,0,0,0,0,10,10,10,10,0.14285714285714285
Alaska,2020-06-15,0,0,0,0,10,10,10,10,0.14285714285714285
Alaska,2020-06-16,0,0,0,0,10,10,10,10,0
Alaska,2020-06-17,0,0,0,0,10,10,10,10,0
Alaska,2020-06-18,0,0,0,0,10,10,10,10,0
Alaska,2020-06-19,0,0,0,0,10,10,10,10,0
Alaska,2020-06-20,0,0,0,0,10,10,10,10,0
Alaska,2020-06-21,0,0,0,0,10,10,10,10,0
Alaska,2020-06-22,0,0,0,0,10,10,10,10,0
Alaska,2020-06-23,0,0,0,0,10,10,10,10,0.2857142857142857
Alaska,2020-06-24,0,0,0,0,10,10,10,10,0.2857142857142857
Alaska,2020-06-25,0,0,0,0,10,10,10,10,0.2857142857142857
Alaska,2020-06-26,2,2,2,2,12,12,12,12,0.2857142857142857
Alaska,2020-06-27,0,0,0,0,12,12,12,12,0.2857142857142857
Alaska,2020-06-28,0,0,0,0,12,12,12,12,0.2857142857142857
Alaska,2020-06-29,0,0,0,0,12,12,12,12,0.2857142857142857
Alaska,2020-06-30,0,0,0,0,12,12,12,12,0.2857142857142857
Alaska,2020-07-01,NA,0,0,0,NA,14,14,14,NA
Alaska,2020-07-02,NA,0,0,0,NA,14,14,15,NA
Alaska,2020-07-03,NA,0,0,1,NA,14,14,16,NA
Alaska,2020-07-04,NA,0,0,0,NA,14,14,16,NA
Alaska,2020-07-05,NA,0,0,1,NA,14,14,17,NA
Alaska,2020-07-06,NA,0,0,0,NA,14,14,17,NA
Alaska,2020-07-07,NA,0,0,0,NA,14,14,17,NA
Alaska,2020-07-08,NA,0,0,0,NA,14,14,17,NA
Alaska,2020-07-09,NA,0,0,1,NA,14,14,17,NA
Alaska,2020-07-10,NA,0,0,0,NA,14,14,17,NA
Alaska,2020-07-11,NA,0,0,0,NA,14,14,18,NA
Alaska,2020-07-12,NA,0,0,0,NA,14,14,18,NA
Alaska,2020-07-13,NA,0,0,0,NA,14,14,18,NA
Alaska,2020-07-14,NA,0,0,0,NA,14,14,18,NA
Alaska,2020-07-15,NA,0,0,0,NA,14,14,18,NA
Alaska,2020-07-16,NA,0,0,0,NA,14,14,18,NA
Alaska,2020-07-17,NA,0,0,0,NA,14,14,18,NA
Alaska,2020-07-18,NA,0,0,0,NA,14,14,18,NA
Alaska,2020-07-19,NA,0,0,0,NA,14,14,18,NA
Alaska,2020-07-20,NA,0,0,0,NA,14,14,18,NA
Alaska,2020-07-21,NA,0,0,0,NA,14,14,18.024999999999977,NA
Alaska,2020-07-22,NA,0,0,0,NA,14,14,18.024999999999977,NA
Alaska,2020-07-23,NA,0,0,0,NA,14,14,18.024999999999977,NA
Alaska,2020-07-24,NA,0,0,0,NA,14,14,19,NA
Alaska,2020-07-25,NA,0,0,0,NA,14,14,19,NA
Alaska,2020-07-26,NA,0,0,0,NA,14,14,19,NA
Alaska,2020-07-27,NA,0,0,0,NA,14,14,19,NA
Alaska,2020-07-28,NA,0,0,0,NA,14,14,19,NA
Alaska,2020-07-29,NA,0,0,0,NA,14,14,19,NA
Arizona,2020-03-24,4,4,4,4,6,6,6,6,NA
Arizona,2020-03-25,0,0,0,0,6,6,6,6,NA
Arizona,2020-03-26,2,2,2,2,8,8,8,8,NA
Arizona,2020-03-27,7,7,7,7,15,15,15,15,2.571428571428571
Arizona,2020-03-28,0,0,0,0,15,15,15,15,2.571428571428571
Arizona,2020-03-29,3,3,3,3,18,18,18,18,3.2857142857142856
Arizona,2020-03-30,2,2,2,2,20,20,20,20,3.8571428571428563
Arizona,2020-03-31,4,4,4,4,24,24,24,24,3.714285714285714
Arizona,2020-04-01,5,5,5,5,29,29,29,29,5.428571428571428
Arizona,2020-04-02,6,6,6,6,35,35,35,35,6.57142857142857
Arizona,2020-04-03,6,6,6,6,41,41,41,41,6.7142857142857135
Arizona,2020-04-04,12,12,12,12,53,53,53,53,7.57142857142857
Arizona,2020-04-05,11,11,11,11,64,64,64,64,7.285714285714285
Arizona,2020-04-06,3,3,3,3,67,67,67,67,7.7142857142857135
Arizona,2020-04-07,10,10,10,10,77,77,77,77,7.999999999999999
Arizona,2020-04-08,3,3,3,3,80,80,80,80,8.428571428571429
Arizona,2020-04-09,9,9,9,9,89,89,89,89,7.571428571428571
Arizona,2020-04-10,8,8,8,8,97,97,97,97,7.857142857142856
Arizona,2020-04-11,15,15,15,15,112,112,112,112,7.714285714285714
Arizona,2020-04-12,5,5,5,5,117,117,117,117,8.857142857142858
Arizona,2020-04-13,5,5,5,5,122,122,122,122,9
Arizona,2020-04-14,9,9,9,9,131,131,131,131,10.999999999999998
Arizona,2020-04-15,11,11,11,11,142,142,142,142,9.857142857142854
Arizona,2020-04-16,10,10,10,10,152,152,152,152,10.14285714285714
Arizona,2020-04-17,22,22,22,22,174,174,174,174,9.857142857142858
Arizona,2020-04-18,7,7,7,7,181,181,181,181,11.714285714285714
Arizona,2020-04-19,7,7,7,7,188,188,188,188,13.428571428571429
Arizona,2020-04-20,3,3,3,3,191,191,191,191,15
Arizona,2020-04-21,22,22,22,22,213,213,213,213,13.428571428571429
Arizona,2020-04-22,23,23,23,23,236,236,236,236,13.428571428571429
Arizona,2020-04-23,21,21,21,21,257,257,257,257,12.714285714285714
Arizona,2020-04-24,11,11,11,11,268,268,268,268,12.285714285714285
Arizona,2020-04-25,7,7,7,7,275,275,275,275,12
Arizona,2020-04-26,2,2,2,2,277,277,277,277,10.285714285714285
Arizona,2020-04-27,0,0,0,0,277,277,277,277,9
Arizona,2020-04-28,20,20,20,20,297,297,297,297,8.857142857142856
Arizona,2020-04-29,11,11,11,11,308,308,308,308,11.142857142857142
Arizona,2020-04-30,12,12,12,12,320,320,320,320,12.142857142857142
Arizona,2020-05-01,10,10,10,10,330,330,330,330,12.142857142857142
Arizona,2020-05-02,23,23,23,23,353,353,353,353,13.999999999999998
Arizona,2020-05-03,9,9,9,9,362,362,362,362,16.857142857142854
Arizona,2020-05-04,0,0,0,0,362,362,362,362,18.571428571428566
Arizona,2020-05-05,33,33,33,33,395,395,395,395,26.71428571428571
Arizona,2020-05-06,31,31,31,31,426,426,426,426,25.57142857142857
Arizona,2020-05-07,24,24,24,24,450,450,450,450,24.857142857142858
Arizona,2020-05-08,67,67,67,67,517,517,517,517,25.71428571428571
Arizona,2020-05-09,15,15,15,15,532,532,532,532,23.857142857142854
Arizona,2020-05-10,4,4,4,4,536,536,536,536,23.999999999999996
Arizona,2020-05-11,6,6,6,6,542,542,542,542,24.857142857142858
Arizona,2020-05-12,20,20,20,20,562,562,562,562,19.142857142857142
Arizona,2020-05-13,32,32,32,32,594,594,594,594,21.000000000000004
Arizona,2020-05-14,30,30,30,30,624,624,624,624,20.57142857142857
Arizona,2020-05-15,27,27,27,27,651,651,651,651,20.571428571428573
Arizona,2020-05-16,28,28,28,28,679,679,679,679,20.285714285714285
Arizona,2020-05-17,1,1,1,1,680,680,680,680,21.857142857142854
Arizona,2020-05-18,6,6,6,6,686,686,686,686,19.857142857142854
Arizona,2020-05-19,18,18,18,18,704,704,704,704,17.714285714285715
Arizona,2020-05-20,43,43,43,43,747,747,747,747,17.14285714285714
Arizona,2020-05-21,16,16,16,16,763,763,763,763,17.142857142857142
Arizona,2020-05-22,12,12,12,12,775,775,775,775,17.142857142857142
Arizona,2020-05-23,24,24,24,24,799,799,799,799,14.714285714285714
Arizona,2020-05-24,1,1,1,1,800,800,800,800,12
Arizona,2020-05-25,6,6,6,6,806,806,806,806,13.428571428571427
Arizona,2020-05-26,1,1,1,1,807,807,807,807,15.714285714285714
Arizona,2020-05-27,24,24,24,24,831,831,831,831,14.857142857142856
Arizona,2020-05-28,26,26,26,26,857,857,857,857,15.142857142857142
Arizona,2020-05-29,28,28,28,28,885,885,885,885,15.999999999999998
Arizona,2020-05-30,18,18,18,18,903,903,903,903,19.428571428571427
Arizona,2020-05-31,3,3,3,3,906,906,906,906,21.714285714285715
Arizona,2020-06-01,12,12,12,12,918,918,918,918,20.428571428571427
Arizona,2020-06-02,25,25,25,25,943,943,943,943,18.714285714285708
Arizona,2020-06-03,40,40,40,40,983,983,983,983,20.428571428571427
Arizona,2020-06-04,17,17,17,17,1000,1000,1000,1000,20.285714285714285
Arizona,2020-06-05,16,16,16,16,1016,1016,1016,1016,19.14285714285714
Arizona,2020-06-06,30,30,30,30,1046,1046,1046,1046,18.71428571428571
Arizona,2020-06-07,2,2,2,2,1048,1048,1048,1048,16.71428571428571
Arizona,2020-06-08,4,4,4,4,1052,1052,1052,1052,18.57142857142857
Arizona,2020-06-09,22,22,22,22,1074,1074,1074,1074,20.142857142857142
Arizona,2020-06-10,26,26,26,26,1100,1100,1100,1100,20.571428571428573
Arizona,2020-06-11,30,30,30,30,1130,1130,1130,1130,20.857142857142858
Arizona,2020-06-12,27,27,27,27,1157,1157,1157,1157,21.714285714285715
Arizona,2020-06-13,33,33,33,33,1190,1190,1190,1190,22
Arizona,2020-06-14,4,4,4,4,1194,1194,1194,1194,21.71428571428571
Arizona,2020-06-15,10,10,10,10,1204,1204,1204,1204,22.42857142857143
Arizona,2020-06-16,24,24,24,24,1228,1228,1228,1228,23.571428571428573
Arizona,2020-06-17,24,24,24,24,1252,1252,1252,1252,22.428571428571427
Arizona,2020-06-18,35,35,35,35,1287,1287,1287,1287,22.28571428571428
Arizona,2020-06-19,35,35,35,35,1322,1322,1322,1322,21.428571428571427
Arizona,2020-06-20,25,25,25,25,1347,1347,1347,1347,24.285714285714285
Arizona,2020-06-21,3,3,3,3,1350,1350,1350,1350,30.714285714285715
Arizona,2020-06-22,4,4,4,4,1354,1354,1354,1354,29.714285714285715
Arizona,2020-06-23,44,44,44,44,1398,1398,1398,1398,30.714285714285708
Arizona,2020-06-24,69,69,69,69,1467,1467,1467,1467,33.42857142857142
Arizona,2020-06-25,28,28,28,28,1495,1495,1495,1495,34.857142857142854
Arizona,2020-06-26,42,42,42,42,1537,1537,1537,1537,34.857142857142854
Arizona,2020-06-27,44,44,44,44,1581,1581,1581,1581,35.285714285714285
Arizona,2020-06-28,13,13,13,13,1594,1594,1594,1594,34.857142857142854
Arizona,2020-06-29,4,4,4,4,1598,1598,1598,1598,34.857142857142854
Arizona,2020-06-30,47,47,47,47,1645,1645,1645,1645,35.285714285714285
Arizona,2020-07-01,NA,31,6,90.02499999999998,NA,1679,1654,1738.025,NA
Arizona,2020-07-02,NA,32,6,90.02499999999998,NA,1714,1670.9750000000001,1794.05,NA
Arizona,2020-07-03,NA,31,6,96,NA,1748,1692.9750000000001,1845.0249999999999,NA
Arizona,2020-07-04,NA,33,7,95,NA,1785,1719,1892,NA
Arizona,2020-07-05,NA,32,7,95,NA,1821,1745.9499999999998,1936.025,NA
Arizona,2020-07-06,NA,32,7,101.02499999999998,NA,1858,1765,2001.0499999999997,NA
Arizona,2020-07-07,NA,35,6.975000000000001,105.02499999999998,NA,1899,1791.95,2057,NA
Arizona,2020-07-08,NA,33,7,96,NA,1937,1820,2109.0249999999996,NA
Arizona,2020-07-09,NA,34,7,108.02499999999998,NA,1977,1846,2168,NA
Arizona,2020-07-10,NA,36,6,107.04999999999995,NA,2020,1869.9750000000001,2225.0249999999996,NA
Arizona,2020-07-11,NA,37.5,8,103.04999999999995,NA,2061.5,1894.925,2278.025,NA
Arizona,2020-07-12,NA,38,7,112.09999999999991,NA,2103,1921.925,2343.025,NA
Arizona,2020-07-13,NA,38,7,118.04999999999995,NA,2147,1948.95,2405.1,NA
Arizona,2020-07-14,NA,38,8,106.02499999999998,NA,2190,1978.875,2459.2,NA
Arizona,2020-07-15,NA,39,7,125,NA,2237.5,2003.9,2515.125,NA
Arizona,2020-07-16,NA,39,7.975000000000001,123.02499999999998,NA,2284,2027.9750000000001,2580.05,NA
Arizona,2020-07-17,NA,42,8,128.02499999999998,NA,2331,2054,2649.125,NA
Arizona,2020-07-18,NA,41,6.975000000000001,123,NA,2382.5,2078.9500000000003,2713.6749999999993,NA
Arizona,2020-07-19,NA,40,7,143.02499999999998,NA,2430.5,2106.975,2804.1,NA
Arizona,2020-07-20,NA,43,9,141,NA,2482,2127.975,2890.0499999999997,NA
Arizona,2020-07-21,NA,44,7,131.07499999999993,NA,2531.5,2151.95,2950.025,NA
Arizona,2020-07-22,NA,43,9,147,NA,2583,2174,3030.025,NA
Arizona,2020-07-23,NA,47,7.975000000000001,142.02499999999998,NA,2639.5,2199.875,3112,NA
Arizona,2020-07-24,NA,50,10,152.04999999999995,NA,2700,2232,3197.1,NA
Arizona,2020-07-25,NA,46,9,160.04999999999995,NA,2765,2252.9500000000003,3291.05,NA
