msa,date,daily_deaths_actual,daily_deaths_est,daily_deaths_95CI_lower,daily_deaths_95CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_95CI_lower,cumulative_deaths_95CI_upper,population,daily_deaths_av7
"Albany-Schenectady-Troy, NY",2020-04-24,6,6,6,6,68,68,68,68,880381,4.428571428571429
"Albany-Schenectady-Troy, NY",2020-04-25,0,0,0,0,68,68,68,68,880381,4.285714285714286
"Albany-Schenectady-Troy, NY",2020-04-26,1,1,1,1,69,69,69,69,880381,3.8571428571428568
"Albany-Schenectady-Troy, NY",2020-04-27,11,11,11,11,80,80,80,80,880381,3.2857142857142856
"Albany-Schenectady-Troy, NY",2020-04-28,0,0,0,0,80,80,80,80,880381,3.571428571428571
"Albany-Schenectady-Troy, NY",2020-04-29,0,0,0,0,80,80,80,80,880381,3.571428571428571
"Albany-Schenectady-Troy, NY",2020-04-30,5,5,5,5,85,85,85,85,880381,4.142857142857142
"Albany-Schenectady-Troy, NY",2020-05-01,8,8,8,8,93,93,93,93,880381,4.428571428571428
"Albany-Schenectady-Troy, NY",2020-05-02,0,0,0,0,93,93,93,93,880381,4.428571428571428
"Albany-Schenectady-Troy, NY",2020-05-03,5,5,5,5,98,98,98,98,880381,4.999999999999999
"Albany-Schenectady-Troy, NY",2020-05-04,13,13,13,13,111,111,111,111,880381,4.285714285714285
"Albany-Schenectady-Troy, NY",2020-05-05,0,0,0,0,111,111,111,111,880381,3.1428571428571423
"Albany-Schenectady-Troy, NY",2020-05-06,4,4,4,4,115,115,115,115,880381,4
"Albany-Schenectady-Troy, NY",2020-05-07,0,0,0,0,115,115,115,115,880381,3.2857142857142856
"Albany-Schenectady-Troy, NY",2020-05-08,0,0,0,0,115,115,115,115,880381,1.4285714285714284
"Albany-Schenectady-Troy, NY",2020-05-09,6,6,6,6,121,121,121,121,880381,1.7142857142857142
"Albany-Schenectady-Troy, NY",2020-05-10,0,0,0,0,121,121,121,121,880381,1.2857142857142856
"Albany-Schenectady-Troy, NY",2020-05-11,0,0,0,0,121,121,121,121,880381,1.857142857142857
"Albany-Schenectady-Troy, NY",2020-05-12,2,2,2,2,123,123,123,123,880381,2
"Albany-Schenectady-Troy, NY",2020-05-13,1,1,1,1,124,124,124,124,880381,1.2857142857142856
"Albany-Schenectady-Troy, NY",2020-05-14,4,4,4,4,128,128,128,128,880381,1.2857142857142856
"Albany-Schenectady-Troy, NY",2020-05-15,1,1,1,1,129,129,129,129,880381,1.2857142857142856
"Albany-Schenectady-Troy, NY",2020-05-16,1,1,1,1,130,130,130,130,880381,1.4285714285714284
"Albany-Schenectady-Troy, NY",2020-05-17,0,0,0,0,130,130,130,130,880381,1.2857142857142856
"Albany-Schenectady-Troy, NY",2020-05-18,0,0,0,0,130,130,130,130,880381,0.7142857142857142
"Albany-Schenectady-Troy, NY",2020-05-19,3,3,3,3,133,133,133,133,880381,0.5714285714285714
"Albany-Schenectady-Troy, NY",2020-05-20,0,0,0,0,133,133,133,133,880381,2
"Albany-Schenectady-Troy, NY",2020-05-21,0,0,0,0,133,133,133,133,880381,2
"Albany-Schenectady-Troy, NY",2020-05-22,0,0,0,0,133,133,133,133,880381,2
"Albany-Schenectady-Troy, NY",2020-05-23,11,11,11,11,144,144,144,144,880381,1.5714285714285714
"Albany-Schenectady-Troy, NY",2020-05-24,0,0,0,0,144,144,144,144,880381,1.5714285714285714
"Albany-Schenectady-Troy, NY",2020-05-25,0,0,0,0,144,144,144,144,880381,1.5714285714285714
"Albany-Schenectady-Troy, NY",2020-05-26,0,0,0,0,144,144,144,144,880381,1.5714285714285714
"Albany-Schenectady-Troy, NY",2020-05-27,0,0,0,0,144,144,144,144,880381,0.42857142857142855
"Albany-Schenectady-Troy, NY",2020-05-28,0,0,0,0,144,144,144,144,880381,0.42857142857142855
"Albany-Schenectady-Troy, NY",2020-05-29,0,0,0,0,144,144,144,144,880381,5.571428571428571
"Albany-Schenectady-Troy, NY",2020-05-30,3,3,3,3,147,147,147,147,880381,5.571428571428571
"Albany-Schenectady-Troy, NY",2020-05-31,0,0,0,0,147,147,147,147,880381,5.571428571428571
"Albany-Schenectady-Troy, NY",2020-06-01,36,36,36,36,183,183,183,183,880381,5.571428571428571
"Albany-Schenectady-Troy, NY",2020-06-02,0,0,0,0,183,183,183,183,880381,5.714285714285714
"Albany-Schenectady-Troy, NY",2020-06-03,0,0,0,0,183,183,183,183,880381,5.285714285714286
"Albany-Schenectady-Troy, NY",2020-06-04,0,0,0,0,183,183,183,183,880381,5.7142857142857135
"Albany-Schenectady-Troy, NY",2020-06-05,1,1,1,1,184,184,184,184,880381,NA
"Albany-Schenectady-Troy, NY",2020-06-06,0,0,0,0,184,184,184,184,880381,NA
"Albany-Schenectady-Troy, NY",2020-06-07,3,3,3,3,187,187,187,187,880381,NA
"Albany-Schenectady-Troy, NY",2020-06-08,NA,1.2,0,9,NA,188.2,187,196,880381,NA
"Albany-Schenectady-Troy, NY",2020-06-09,NA,1.2,0,8.5,NA,190.2,187.4,200.5,880381,NA
"Albany-Schenectady-Troy, NY",2020-06-10,NA,1.2,0,8.1,NA,192.1,188.1,204.2,880381,NA
"Albany-Schenectady-Troy, NY",2020-06-11,NA,1.2,0,8.8,NA,193.5,188.7,208.5,880381,NA
"Albany-Schenectady-Troy, NY",2020-06-12,NA,1.2,0,8.3,NA,195.5,189.4,212,880381,NA
"Albany-Schenectady-Troy, NY",2020-06-13,NA,1.2,0,8,NA,197.5,190.1,215.8,880381,NA
"Albany-Schenectady-Troy, NY",2020-06-14,NA,1.2,0,8.2,NA,199.4,190.8,219.9,880381,NA
"Albany-Schenectady-Troy, NY",2020-06-15,NA,1.2,0,7.8,NA,201.4,191.5,223.1,880381,NA
"Albany-Schenectady-Troy, NY",2020-06-16,NA,1.2,0,8.2,NA,202.8,192.1,226.3,880381,NA
"Albany-Schenectady-Troy, NY",2020-06-17,NA,1.2,0,8,NA,204.6,193,230.7,880381,NA
"Albany-Schenectady-Troy, NY",2020-06-18,NA,1.2,0,7.9,NA,206.4,194.1,234.9,880381,NA
"Albany-Schenectady-Troy, NY",2020-06-19,NA,1.2,0,7.5,NA,207.8,194.7,238.9,880381,NA
"Albany-Schenectady-Troy, NY",2020-06-20,NA,1.1,0,8,NA,209.6,195.2,242.8,880381,NA
"Albany-Schenectady-Troy, NY",2020-06-21,NA,1.1,0,8,NA,210.8,195.8,247.1,880381,NA
"Albany-Schenectady-Troy, NY",2020-06-22,NA,1.1,0,8,NA,212.6,196.4,251.1,880381,NA
"Albany-Schenectady-Troy, NY",2020-06-23,NA,1,0,8,NA,213.8,197,254.5,880381,NA
"Albany-Schenectady-Troy, NY",2020-06-24,NA,0.9,0,8.1,NA,215.6,197.8,258.6,880381,NA
"Albany-Schenectady-Troy, NY",2020-06-25,NA,0.9,0,7.4,NA,216.6,198.4,262.3,880381,NA
"Albany-Schenectady-Troy, NY",2020-06-26,NA,0.9,0,7.8,NA,218.2,198.7,266.6,880381,NA
"Albany-Schenectady-Troy, NY",2020-06-27,NA,0.8,0,7.8,NA,219.3,199,271.3,880381,NA
"Albany-Schenectady-Troy, NY",2020-06-28,NA,0.8,0,7.2,NA,220.8,199.4,275.5,880381,NA
"Albany-Schenectady-Troy, NY",2020-06-29,NA,0.8,0,7.4,NA,221.9,199.6,279.6,880381,NA
"Albuquerque, NM",2020-03-29,1,1,1,1,1,1,1,1,918018,NA
"Albuquerque, NM",2020-03-30,0,0,0,0,1,1,1,1,918018,NA
"Albuquerque, NM",2020-03-31,2,2,2,2,3,3,3,3,918018,NA
"Albuquerque, NM",2020-04-01,1,1,1,1,4,4,4,4,918018,1.2857142857142856
"Albuquerque, NM",2020-04-02,1,1,1,1,5,5,5,5,918018,1.1428571428571428
"Albuquerque, NM",2020-04-03,4,4,4,4,9,9,9,9,918018,1.1428571428571428
"Albuquerque, NM",2020-04-04,0,0,0,0,9,9,9,9,918018,0.9999999999999998
"Albuquerque, NM",2020-04-05,0,0,0,0,9,9,9,9,918018,0.857142857142857
"Albuquerque, NM",2020-04-06,0,0,0,0,9,9,9,9,918018,1.1428571428571428
"Albuquerque, NM",2020-04-07,1,1,1,1,10,10,10,10,918018,0.7142857142857142
"Albuquerque, NM",2020-04-08,0,0,0,0,10,10,10,10,918018,1
"Albuquerque, NM",2020-04-09,3,3,3,3,13,13,13,13,918018,1.4285714285714284
"Albuquerque, NM",2020-04-10,1,1,1,1,14,14,14,14,918018,1.4285714285714284
"Albuquerque, NM",2020-04-11,2,2,2,2,16,16,16,16,918018,1.2857142857142856
"Albuquerque, NM",2020-04-12,3,3,3,3,19,19,19,19,918018,1.5714285714285714
"Albuquerque, NM",2020-04-13,0,0,0,0,19,19,19,19,918018,1.1428571428571428
"Albuquerque, NM",2020-04-14,0,0,0,0,19,19,19,19,918018,1.2857142857142856
"Albuquerque, NM",2020-04-15,2,2,2,2,21,21,21,21,918018,1.857142857142857
"Albuquerque, NM",2020-04-16,0,0,0,0,21,21,21,21,918018,1.5714285714285712
"Albuquerque, NM",2020-04-17,2,2,2,2,23,23,23,23,918018,1.5714285714285712
"Albuquerque, NM",2020-04-18,6,6,6,6,29,29,29,29,918018,1.5714285714285712
"Albuquerque, NM",2020-04-19,1,1,1,1,30,30,30,30,918018,1.9999999999999996
"Albuquerque, NM",2020-04-20,0,0,0,0,30,30,30,30,918018,2.571428571428571
"Albuquerque, NM",2020-04-21,0,0,0,0,30,30,30,30,918018,2.571428571428571
"Albuquerque, NM",2020-04-22,5,5,5,5,35,35,35,35,918018,1.9999999999999998
"Albuquerque, NM",2020-04-23,4,4,4,4,39,39,39,39,918018,1.9999999999999998
"Albuquerque, NM",2020-04-24,2,2,2,2,41,41,41,41,918018,1.9999999999999998
"Albuquerque, NM",2020-04-25,2,2,2,2,43,43,43,43,918018,2.2857142857142856
"Albuquerque, NM",2020-04-26,1,1,1,1,44,44,44,44,918018,1.857142857142857
"Albuquerque, NM",2020-04-27,0,0,0,0,44,44,44,44,918018,1.2857142857142856
"Albuquerque, NM",2020-04-28,2,2,2,2,46,46,46,46,918018,1.4285714285714284
"Albuquerque, NM",2020-04-29,2,2,2,2,48,48,48,48,918018,1.714285714285714
"Albuquerque, NM",2020-04-30,0,0,0,0,48,48,48,48,918018,2.2857142857142856
"Albuquerque, NM",2020-05-01,3,3,3,3,51,51,51,51,918018,2.2857142857142856
"Albuquerque, NM",2020-05-02,4,4,4,4,55,55,55,55,918018,2.4285714285714284
"Albuquerque, NM",2020-05-03,5,5,5,5,60,60,60,60,918018,2.4285714285714284
"Albuquerque, NM",2020-05-04,0,0,0,0,60,60,60,60,918018,2.5714285714285707
"Albuquerque, NM",2020-05-05,3,3,3,3,63,63,63,63,918018,2.2857142857142856
"Albuquerque, NM",2020-05-06,2,2,2,2,65,65,65,65,918018,1.857142857142857
"Albuquerque, NM",2020-05-07,1,1,1,1,66,66,66,66,918018,1.2857142857142856
"Albuquerque, NM",2020-05-08,1,1,1,1,67,67,67,67,918018,1.5714285714285714
"Albuquerque, NM",2020-05-09,1,1,1,1,68,68,68,68,918018,1.4285714285714284
"Albuquerque, NM",2020-05-10,1,1,1,1,69,69,69,69,918018,1.714285714285714
"Albuquerque, NM",2020-05-11,2,2,2,2,71,71,71,71,918018,1.714285714285714
"Albuquerque, NM",2020-05-12,2,2,2,2,73,73,73,73,918018,1.8571428571428568
"Albuquerque, NM",2020-05-13,4,4,4,4,77,77,77,77,918018,1.8571428571428568
"Albuquerque, NM",2020-05-14,1,1,1,1,78,78,78,78,918018,1.9999999999999996
"Albuquerque, NM",2020-05-15,2,2,2,2,80,80,80,80,918018,2
"Albuquerque, NM",2020-05-16,1,1,1,1,81,81,81,81,918018,1.7142857142857142
"Albuquerque, NM",2020-05-17,2,2,2,2,83,83,83,83,918018,1.1428571428571428
"Albuquerque, NM",2020-05-18,2,2,2,2,85,85,85,85,918018,1.5714285714285712
"Albuquerque, NM",2020-05-19,0,0,0,0,85,85,85,85,918018,1.714285714285714
"Albuquerque, NM",2020-05-20,0,0,0,0,85,85,85,85,918018,1.5714285714285712
"Albuquerque, NM",2020-05-21,4,4,4,4,89,89,89,89,918018,1.8571428571428572
"Albuquerque, NM",2020-05-22,3,3,3,3,92,92,92,92,918018,1.5714285714285714
"Albuquerque, NM",2020-05-23,0,0,0,0,92,92,92,92,918018,1.5714285714285714
"Albuquerque, NM",2020-05-24,4,4,4,4,96,96,96,96,918018,1.7142857142857142
"Albuquerque, NM",2020-05-25,0,0,0,0,96,96,96,96,918018,1.2857142857142856
"Albuquerque, NM",2020-05-26,0,0,0,0,96,96,96,96,918018,1.2857142857142856
"Albuquerque, NM",2020-05-27,1,1,1,1,97,97,97,97,918018,1.2857142857142856
"Albuquerque, NM",2020-05-28,1,1,1,1,98,98,98,98,918018,0.7142857142857142
"Albuquerque, NM",2020-05-29,3,3,3,3,101,101,101,101,918018,0.7142857142857142
"Albuquerque, NM",2020-05-30,0,0,0,0,101,101,101,101,918018,0.857142857142857
"Albuquerque, NM",2020-05-31,0,0,0,0,101,101,101,101,918018,0.7142857142857142
"Albuquerque, NM",2020-06-01,0,0,0,0,101,101,101,101,918018,0.7142857142857142
"Albuquerque, NM",2020-06-02,1,1,1,1,102,102,102,102,918018,0.42857142857142855
"Albuquerque, NM",2020-06-03,0,0,0,0,102,102,102,102,918018,0.42857142857142855
"Albuquerque, NM",2020-06-04,1,1,1,1,103,103,103,103,918018,0.5714285714285714
"Albuquerque, NM",2020-06-05,1,1,1,1,104,104,104,104,918018,NA
"Albuquerque, NM",2020-06-06,0,0,0,0,104,104,104,104,918018,NA
"Albuquerque, NM",2020-06-07,1,1,1,1,105,105,105,105,918018,NA
"Albuquerque, NM",2020-06-08,NA,0.9,0,4.9,NA,105.9,105,109.9,918018,NA
"Albuquerque, NM",2020-06-09,NA,0.9,0,5,NA,106.8,105,112.5,918018,NA
"Albuquerque, NM",2020-06-10,NA,0.9,0,4.9,NA,107.7,105,114.5,918018,NA
"Albuquerque, NM",2020-06-11,NA,0.4,0,4.4,NA,109.2,105.3,116.6,918018,NA
"Albuquerque, NM",2020-06-12,NA,0.9,0,4.9,NA,109.6,105.9,119.1,918018,NA
"Albuquerque, NM",2020-06-13,NA,0.9,0,4.4,NA,111,106,120.9,918018,NA
"Albuquerque, NM",2020-06-14,NA,0.6,0,4.4,NA,112,106.2,123,918018,NA
"Albuquerque, NM",2020-06-15,NA,0.4,0,4.3,NA,113,106.9,124.3,918018,NA
"Albuquerque, NM",2020-06-16,NA,0.4,0,4.4,NA,113.9,107,126.3,918018,NA
"Albuquerque, NM",2020-06-17,NA,0.9,0,4.9,NA,114.8,107.6,128.4,918018,NA
"Albuquerque, NM",2020-06-18,NA,0.4,0,4.6,NA,115.7,108.3,130.6,918018,NA
"Albuquerque, NM",2020-06-19,NA,0.4,0,4.6,NA,116.7,108.5,132.2,918018,NA
"Albuquerque, NM",2020-06-20,NA,0.4,0,4.6,NA,117.5,109.2,134.2,918018,NA
"Albuquerque, NM",2020-06-21,NA,0.4,0,4.6,NA,118.4,109.8,135.8,918018,NA
"Albuquerque, NM",2020-06-22,NA,0.4,0,4.7,NA,119.4,110,138.1,918018,NA
"Albuquerque, NM",2020-06-23,NA,0.4,0,4.8,NA,120.3,110.5,140.1,918018,NA
"Albuquerque, NM",2020-06-24,NA,0.4,0,4.8,NA,121.3,111.1,142.8,918018,NA
"Albuquerque, NM",2020-06-25,NA,0.4,0,4.4,NA,122.1,111.2,144.5,918018,NA
"Albuquerque, NM",2020-06-26,NA,0.4,0,4.9,NA,123.1,111.9,146.4,918018,NA
"Albuquerque, NM",2020-06-27,NA,0.4,0,4.5,NA,123.5,112,149,918018,NA
"Albuquerque, NM",2020-06-28,NA,0.4,0,4.5,NA,124.4,112.6,151.2,918018,NA
"Albuquerque, NM",2020-06-29,NA,0.4,0,4.7,NA,125.4,112.6,153.4,918018,NA
"Allentown-Bethlehem-Easton, PA-NJ",2020-03-18,1,1,1,1,1,1,1,1,844052,NA
"Allentown-Bethlehem-Easton, PA-NJ",2020-03-19,0,0,0,0,1,1,1,1,844052,NA
"Allentown-Bethlehem-Easton, PA-NJ",2020-03-20,0,0,0,0,1,1,1,1,844052,NA
"Allentown-Bethlehem-Easton, PA-NJ",2020-03-21,0,0,0,0,1,1,1,1,844052,0.42857142857142855
