date,daily_deaths_actual,daily_deaths_est,daily_deaths_95CI_lower,daily_deaths_95CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_95CI_lower,cumulative_deaths_95CI_upper,daily_deaths_av7
2020-04-09,2111,2111,2111,2111,18781,18781,18781,18781,1996.4285714285716
2020-04-10,2257,2257,2257,2257,21038,21038,21038,21038,2030.4285714285716
2020-04-11,2080,2080,2080,2080,23118,23118,23118,23118,2098.142857142857
2020-04-12,1679,1679,1679,1679,24797,24797,24797,24797,2191.428571428571
2020-04-13,1762,1762,1762,1762,26559,26559,26559,26559,2224.5714285714284
2020-04-14,2705,2705,2705,2705,29264,29264,29264,29264,2228.7142857142853
2020-04-15,2746,2746,2746,2746,32010,32010,32010,32010,2210.5714285714284
2020-04-16,2343,2343,2343,2343,34353,34353,34353,34353,2190.5714285714284
2020-04-17,2286,2286,2286,2286,36639,36639,36639,36639,2201.1428571428573
2020-04-18,1953,1953,1953,1953,38441,38441,38441,38441,2196.285714285714
2020-04-19,1539,1539,1539,1539,40127,40127,40127,40127,2142.285714285714
2020-04-20,1836,1836,1836,1836,41963,41963,41963,41963,2114.714285714286
2020-04-21,2671,2671,2671,2671,44634,44634,44634,44634,2091.5714285714284
2020-04-22,2368,2368,2368,2368,47002,47002,47002,47002,2092.8571428571427
2020-04-23,2150,2150,2150,2150,48951,48951,48951,48951,2051.8571428571427
2020-04-24,2124,2124,2124,2124,51272,51272,51272,51272,1995.5714285714284
2020-04-25,1962,1962,1962,1962,52562,52562,52562,52562,1955.7142857142856
2020-04-26,1252,1252,1252,1252,54484,54484,54484,54484,1976.5714285714284
2020-04-27,1442,1442,1442,1442,55926,55926,55926,55926,1984.2857142857142
2020-04-28,2392,2392,2392,2392,58318,58318,58318,58318,1932.2857142857142
2020-04-29,2514,2514,2514,2514,60832,60832,60832,60832,1878.142857142857
2020-04-30,2204,2204,2204,2204,63036,63036,63036,63036,1889.142857142857
2020-05-01,1760,1760,1760,1760,64796,64796,64796,64796,1838.7142857142858
2020-05-02,1583,1583,1583,1583,66090,66090,66090,66090,1815.8571428571427
2020-05-03,1329,1329,1329,1329,67707,67707,67707,67707,1843.5714285714284
2020-05-04,1089,1089,1089,1089,68796,68796,68796,68796,1807.9999999999998
2020-05-05,2232,2232,2232,2232,71028,71028,71028,71028,1780.8571428571427
2020-05-06,2708,2708,2708,2708,73736,73736,73736,73736,1762.2857142857144
2020-05-07,1955,1955,1955,1955,75691,75691,75691,75691,1705
2020-05-08,1570,1570,1570,1570,77261,77261,77261,77261,1689.2857142857142
2020-05-09,1453,1453,1453,1453,78714,78714,78714,78714,1606.2857142857142
2020-05-10,928,928,928,928,79642,79642,79642,79642,1471.8571428571427
2020-05-11,979,979,979,979,80621,80621,80621,80621,1440.5714285714284
2020-05-12,1651,1651,1651,1651,82272,82272,82272,82272,1443.1428571428569
2020-05-13,1767,1767,1767,1767,84039,84039,84039,84039,1410.5714285714284
2020-05-14,1736,1736,1736,1736,85775,85775,85775,85775,1398.4285714285713
2020-05-15,1588,1588,1588,1588,87363,87363,87363,87363,1378.4285714285713
2020-05-16,1225,1225,1225,1225,88588,88588,88588,88588,1359.7142857142856
2020-05-17,843,843,843,843,89431,89431,89431,89431,1319
2020-05-18,839,839,839,839,90270,90270,90270,90270,1258.142857142857
2020-05-19,1520,1520,1520,1520,91790,91790,91790,91790,1215.2857142857142
2020-05-20,1482,1482,1482,1482,93272,93272,93272,93272,1190.1428571428569
2020-05-21,1310,1310,1310,1310,94582,94582,94582,94582,1158.2857142857142
2020-05-22,1288,1288,1288,1288,95870,95870,95870,95870,1111
2020-05-23,1049,1049,1049,1049,96919,96919,96919,96919,1000.5714285714284
2020-05-24,620,620,620,620,97539,97539,97539,97539,1000.9999999999999
2020-05-25,508,508,508,508,98047,98047,98047,98047,985.1428571428572
2020-05-26,747,747,747,747,98794,98794,98794,98794,970.9999999999999
2020-05-27,1485,1485,1485,1485,100279,100279,100279,100279,958.5714285714284
2020-05-28,1199,1199,1199,1199,101125,101125,101125,101125,955.8571428571427
2020-05-29,1189,1189,1189,1189,102666,102666,102666,102666,988.142857142857
2020-05-30,962,962,962,962,103628,103628,103628,103628,1035.7142857142856
2020-05-31,601,601,601,601,104229,104229,104229,104229,964.5714285714284
2020-06-01,734,734,734,734,104963,104963,104963,104963,937.2857142857143
2020-06-02,1080,1080,1080,1080,106043,106043,106043,106043,926.1428571428572
2020-06-03,987,987,987,987,107030,107030,107030,107030,892.5714285714287
2020-06-04,1008,1008,1008,1008,108038,108038,108038,108038,862.4285714285713
2020-06-05,1111,1111,1111,1111,109149,109149,109149,109149,860.7142857142856
2020-06-06,727,727,727,727,109876,109876,109876,109876,853.5714285714286
2020-06-07,390,390,390,390,110266,110266,110266,110266,845.142857142857
2020-06-08,722,722,722,722,110988,110988,110988,110988,826.2857142857141
2020-06-09,1030,1030,1030,1030,112018,112018,112018,112018,778.4285714285713
2020-06-10,928,928,928,928,112946,112946,112946,112946,773.5714285714284
2020-06-11,876,876,876,876,113822,113822,113822,113822,762.9999999999999
2020-06-12,776,776,776,776,114598,114598,114598,114598,724.2857142857142
2020-06-13,693,693,693,693,115291,115291,115291,115291,687
2020-06-14,316,316,316,316,115607,115607,115607,115607,663.2857142857142
2020-06-15,451,451,451,451,115531,115531,115531,115531,641.8571428571429
2020-06-16,769,769,769,769,116824,116824,116824,116824,632
2020-06-17,762,762,762,762,116207,116207,116207,116207,610.9999999999999
2020-06-18,726,726,726,726,118303,118303,118303,118303,602.2857142857142
2020-06-19,707,707,707,707,119010,119010,119010,119010,589.2857142857142
2020-06-20,546,546,546,546,119556,119556,119556,119556,598.4285714285714
2020-06-21,255,255,255,255,119811,119811,119811,119811,599.1428571428571
2020-06-22,360,360,360,360,120171,120171,120171,120171,847.4285714285714
2020-06-23,833,833,833,833,121004,121004,121004,121004,836.8571428571429
2020-06-24,767,767,767,767,121771,121771,121771,121771,831.7142857142857
2020-06-25,2464,2464,2464,2464,124235,124235,124235,124235,834
2020-06-26,633,633,633,633,124868,124868,124868,124868,832
2020-06-27,510,510,510,510,125378,125378,125378,125378,904.5714285714286
2020-06-28,271,271,271,271,125557,125557,125557,125557,886.7142857142857
2020-06-29,346,346,346,346,125994,125994,125994,125994,638
2020-06-30,1341,1341,1341,1341,119240,119240,119240,119240,631.7142857142857
2020-07-01,642,642,642,642,127936,127936,127936,127936,596.2857142857142
2020-07-02,723,723,723,723,128659,128659,128659,128659,595
2020-07-03,589,589,589,589,129248,129248,129248,129248,601.4285714285713
2020-07-04,262,262,262,262,129510,129510,129510,129510,546.2857142857142
2020-07-05,262,262,262,262,129772,129772,129772,129772,590
2020-07-06,391,391,391,391,130163,130163,130163,130163,606.9999999999999
2020-07-07,955,955,955,955,131118,131118,131118,131118,641.1428571428572
2020-07-08,948,948,948,948,130357,130357,130357,130357,699
2020-07-09,842,842,842,842,132906,132906,132906,132906,718.1428571428571
2020-07-10,828,828,828,828,133734,133734,133734,133734,723
2020-07-11,667,667,667,667,134401,134401,134401,134401,722.5714285714286
2020-07-12,396,396,396,396,133968,133968,133968,133968,724.4285714285713
2020-07-13,425,425,425,425,135221,135221,135221,135221,723
2020-07-14,952,952,952,952,136173,136173,136173,136173,722.5714285714286
2020-07-15,961,961,961,961,137134,137134,137134,137134,724.4285714285713
2020-07-16,NA,878.5,689.9000000000001,1164,NA,138507.5,138318.9,138793,NA
2020-07-17,NA,902,706.9499999999999,1189.1249999999998,NA,139410,139136.94999999998,139843.05000000002,NA
2020-07-18,NA,927,725,1203.125,NA,140340.5,139962.975,140912.02500000002,NA
2020-07-19,NA,954,735,1303.15,NA,141297.5,140818.925,142071.475,NA
2020-07-20,NA,977,763.975,1335.025,NA,142276,141660,143208.775,NA
2020-07-21,NA,1021,783,1373.2499999999995,NA,143299.5,142553.925,144429,NA
2020-07-22,NA,1048,790.85,1403.025,NA,144352.5,143450.875,145594.025,NA
2020-07-23,NA,1091.5,821,1463,NA,145448,144436.975,146956,NA
2020-07-24,NA,1118.5,854,1547.175,NA,146582,145417.15000000002,148302.19999999998,NA
2020-07-25,NA,1161,863.975,1620.025,NA,147727.5,146409.57499999998,149807.30000000002,NA
2020-07-26,NA,1187,896.9250000000001,1666.1,NA,148922.5,147451.75,151339.425,NA
2020-07-27,NA,1246,905.95,1760.1499999999999,NA,150179.5,148491.975,152871.15,NA
2020-07-28,NA,1276.5,942.925,1851.225,NA,151463.5,149602.75,154512.92500000002,NA
2020-07-29,NA,1312,957.875,1965.4749999999995,NA,152776,150661.95,156107.375,NA
2020-07-30,NA,1367.5,972.95,2008.0749999999998,NA,154118.5,151868.375,157826.3,NA
2020-07-31,NA,1413,1030.95,2152.2,NA,155497,153037.775,159939.65,NA
2020-08-01,NA,1443,1059.7,2354.2999999999993,NA,156942,154268.27500000002,162271.05000000002,NA
2020-08-02,NA,1503.5,1074.9,2486.025,NA,158399.5,155585,164393.325,NA
2020-08-03,NA,1554,1120.975,2650.0999999999995,NA,159969.5,156883.95,166857.675,NA
2020-08-04,NA,1612,1191.875,2671.999999999999,NA,161537,158214.025,169329.47499999998,NA
2020-08-05,NA,1675,1198.9,2915.7999999999993,NA,163211,159635.95,172021.45,NA
2020-08-06,NA,1739,1200.925,3242,NA,164957,161017.8,175159.5,NA
2020-08-07,NA,1794,1280,3481.4499999999994,NA,166747.5,162648.225,178529.22499999998,NA
2020-08-08,NA,1849,1323.95,3664.1749999999997,NA,168605,164212.65,181523.775,NA
2020-08-09,NA,1935,1331.825,4142.574999999998,NA,170529.5,165515.95,185236.80000000002,NA
2020-08-10,NA,2008.5,1439.7,4238.924999999999,NA,172460,167267.675,189659.54999999996,NA
2020-08-11,NA,2076,1458.9,4627.274999999995,NA,174538,168834.69999999998,194615.9,NA
2020-08-12,NA,2135.5,1514.875,4966.274999999999,NA,176677,170521.52500000002,198786.475,NA
2020-08-13,NA,2211.5,1527,5282.5999999999995,NA,178931.5,172290.025,204521.67500000002,NA
